55.684227,12.593901,2013-2-28 12:57:11,user
55.684227,12.593901,2013-2-28 12:57:13,user
55.684227,12.593901,2013-2-28 12:57:16,user
55.684227,12.593901,2013-2-28 12:57:35,auto
55.684227,12.593901,2013-2-28 12:57:40,auto
55.684227,12.593901,2013-2-28 12:58:37,auto
55.684227,12.593901,2013-2-28 12:59:23,auto
55.684227,12.593901,2013-2-28 12:59:33,user
55.684227,12.593901,2013-2-28 13:13:36,auto
55.684227,12.593901,2013-2-28 13:14:11,user
55.684227,12.593901,2013-2-28 13:16:11,user
55.684227,12.593901,2013-2-28 13:17:29,auto
55.684227,12.593901,2013-2-28 13:19:25,auto
55.684227,12.593901,2013-2-28 13:19:36,user
55.684227,12.593901,2013-2-28 13:20:33,auto
55.684227,12.593901,2013-2-28 13:21:13,auto
55.684227,12.593901,2013-2-28 13:22:24,auto
55.68262,12.593299,2013-2-28 13:23:41,auto
55.682583,12.593456,2013-2-28 13:23:52,auto
55.684227,12.593901,2013-2-28 13:34:48,auto
55.682495,12.593368,2013-2-28 13:35:15,auto
55.682495,12.593368,2013-2-28 13:35:16,auto
55.68239,12.593343,2013-2-28 13:35:17,auto
55.68239,12.593343,2013-2-28 13:35:17,user
55.68239,12.593343,2013-2-28 13:35:18,auto
55.68239,12.593343,2013-2-28 13:35:19,auto
55.68239,12.593343,2013-2-28 13:35:21,auto
55.68239,12.593343,2013-2-28 13:35:22,auto
55.68239,12.593343,2013-2-28 13:35:23,auto
55.68239,12.593343,2013-2-28 13:35:24,auto
55.68239,12.593343,2013-2-28 13:35:25,auto
55.68239,12.593343,2013-2-28 13:35:27,auto
55.68239,12.593343,2013-2-28 13:35:28,auto
55.68239,12.593343,2013-2-28 13:35:29,auto
55.68239,12.593343,2013-2-28 13:35:30,auto
55.68239,12.593343,2013-2-28 13:35:31,auto
55.68239,12.593343,2013-2-28 13:35:32,auto
55.68239,12.593343,2013-2-28 13:35:33,auto
55.68239,12.593343,2013-2-28 13:35:34,auto
55.68239,12.593343,2013-2-28 13:35:35,auto
55.68239,12.593343,2013-2-28 13:35:35,user
55.68239,12.593343,2013-2-28 13:35:36,auto
55.68239,12.593343,2013-2-28 13:35:37,auto
55.68239,12.593343,2013-2-28 13:35:38,auto
55.682434,12.593366,2013-2-28 13:35:39,auto
55.682426,12.593373,2013-2-28 13:35:40,auto
55.682415,12.59338,2013-2-28 13:35:41,auto
55.68241,12.593381,2013-2-28 13:35:42,auto
55.68242,12.593386,2013-2-28 13:35:43,auto
55.68241,12.593406,2013-2-28 13:35:44,auto
55.682415,12.593401,2013-2-28 13:35:45,auto
55.682415,12.593401,2013-2-28 13:35:46,auto
55.682415,12.593405,2013-2-28 13:35:47,auto
55.682415,12.593406,2013-2-28 13:35:48,auto
55.68242,12.593398,2013-2-28 13:35:49,auto
55.68242,12.593397,2013-2-28 13:35:50,auto
55.682426,12.593391,2013-2-28 13:35:51,auto
55.682426,12.593391,2013-2-28 13:35:52,auto
55.682426,12.593391,2013-2-28 13:35:53,auto
55.682426,12.593394,2013-2-28 13:35:54,auto
55.682426,12.593391,2013-2-28 13:35:55,auto
55.682426,12.593391,2013-2-28 13:35:56,auto
55.682426,12.593391,2013-2-28 13:35:57,auto
55.682426,12.593391,2013-2-28 13:35:58,auto
55.682426,12.593386,2013-2-28 13:35:59,auto
55.68252,12.593278,2013-2-28 13:36:10,auto
55.682556,12.593246,2013-2-28 13:36:11,auto
55.68258,12.593235,2013-2-28 13:36:12,auto
55.68258,12.593235,2013-2-28 13:36:13,auto
55.68258,12.593235,2013-2-28 13:36:14,auto
55.68258,12.593235,2013-2-28 13:36:15,auto
55.68258,12.593235,2013-2-28 13:36:16,auto
55.68258,12.593235,2013-2-28 13:36:17,auto
55.68258,12.593235,2013-2-28 13:36:18,auto
55.68258,12.593241,2013-2-28 13:36:19,auto
55.682457,12.593382,2013-2-28 13:36:30,auto
55.68242,12.593376,2013-2-28 13:36:31,auto
55.68238,12.593383,2013-2-28 13:36:32,auto
55.68233,12.5933895,2013-2-28 13:36:33,auto
55.68231,12.593384,2013-2-28 13:36:34,auto
55.682297,12.593389,2013-2-28 13:36:35,auto
55.682323,12.593322,2013-2-28 13:36:46,auto
55.682327,12.593318,2013-2-28 13:36:47,auto
55.682327,12.593318,2013-2-28 13:36:48,auto
55.682568,12.593339,2013-2-28 13:36:59,auto
55.68259,12.593324,2013-2-28 13:37:0,auto
55.68261,12.5933695,2013-2-28 13:37:1,auto
55.6826,12.593389,2013-2-28 13:37:2,auto
55.68257,12.593406,2013-2-28 13:37:3,auto
55.682556,12.593412,2013-2-28 13:37:4,auto
55.682545,12.593423,2013-2-28 13:37:5,auto
55.682415,12.593651,2013-2-28 13:37:16,auto
55.682365,12.593698,2013-2-28 13:37:17,auto
55.682365,12.5936985,2013-2-28 13:37:18,auto
55.682358,12.593696,2013-2-28 13:37:19,auto
55.682365,12.5937,2013-2-28 13:37:20,auto
55.682392,12.593722,2013-2-28 13:37:21,auto
55.682438,12.593747,2013-2-28 13:37:22,auto
55.682472,12.593762,2013-2-28 13:37:23,auto
55.68249,12.593769,2013-2-28 13:37:24,auto
55.68251,12.593768,2013-2-28 13:37:25,auto
55.68253,12.593767,2013-2-28 13:37:26,auto
55.682545,12.593765,2013-2-28 13:37:27,auto
55.682556,12.59376,2013-2-28 13:37:28,auto
55.682564,12.593752,2013-2-28 13:37:29,auto
55.682568,12.593746,2013-2-28 13:37:30,auto
55.682575,12.593744,2013-2-28 13:37:31,auto
55.68258,12.593743,2013-2-28 13:37:32,auto
55.682587,12.593744,2013-2-28 13:37:33,auto
55.682594,12.593745,2013-2-28 13:37:34,auto
55.6826,12.593746,2013-2-28 13:37:35,auto
55.6826,12.593744,2013-2-28 13:37:36,auto
55.682594,12.59373,2013-2-28 13:37:37,auto
55.68259,12.593717,2013-2-28 13:37:38,auto
55.68259,12.593717,2013-2-28 13:37:38,user
55.682587,12.593705,2013-2-28 13:37:39,auto
55.682583,12.593699,2013-2-28 13:37:40,auto
55.68258,12.593692,2013-2-28 13:37:41,auto
55.682575,12.593687,2013-2-28 13:37:42,auto
55.682575,12.593687,2013-2-28 13:37:43,auto
55.682575,12.593687,2013-2-28 13:37:44,auto
55.68257,12.59368,2013-2-28 13:37:45,auto
55.68257,12.59368,2013-2-28 13:37:55,auto
55.684227,12.593901,2013-2-28 13:38:34,auto
55.682533,12.59291,2013-2-28 13:38:42,auto
55.681995,12.59384,2013-2-28 13:38:43,auto
55.68191,12.593536,2013-2-28 13:38:44,auto
55.68247,12.592996,2013-2-28 13:38:49,auto
55.68247,12.592996,2013-2-28 13:38:50,auto
55.68254,12.593118,2013-2-28 13:38:51,auto
55.68254,12.593118,2013-2-28 13:38:52,auto
55.68254,12.593118,2013-2-28 13:38:53,auto
55.68254,12.593118,2013-2-28 13:38:54,auto
55.68254,12.593118,2013-2-28 13:38:55,auto
55.682842,12.59311,2013-2-28 13:39:3,auto
55.682762,12.593238,2013-2-28 13:39:5,auto
55.682762,12.593238,2013-2-28 13:39:6,auto
55.682762,12.593238,2013-2-28 13:39:7,auto
