55.684227|12.593901
55.68248|12.593566
55.68248|12.593566
55.68248|12.593566
55.68248|12.593566
55.68248|12.593566
55.68248|12.593566
55.6824|12.593487
55.6824|12.593487
55.6824|12.593487
55.6824|12.593487
55.6824|12.593487
55.6824|12.593487
55.6824|12.593487
55.682457|12.593227
55.68257|12.59341
55.68257|12.59341
55.682575|12.593407
55.68257|12.593376
55.68257|12.593376
55.68257|12.593372
55.682552|12.593345
55.682537|12.593317
55.682537|12.593317
55.682537|12.593317
55.682537|12.593309
55.682526|12.5932865
55.68252|12.593276
55.682514|12.593265
55.68251|12.593263
55.68251|12.593264
55.682507|12.593276
55.682507|12.593276
55.682507|12.593276
55.682507|12.593276
55.682507|12.593276
55.682507|12.593276
55.682507|12.593276
55.682507|12.593276
55.682503|12.593291
55.6825|12.593317
55.6825|12.593318
55.6825|12.593318
55.6825|12.593318
55.6825|12.593318
55.6825|12.593318
55.6825|12.593318
55.682503|12.593326
55.682507|12.593334
55.682507|12.593334
55.682507|12.593334
55.682507|12.593334
55.682507|12.593334
55.682507|12.593334
55.682476|12.59346
55.682613|12.593355
55.682663|12.593327
55.682755|12.593253
55.682762|12.593233
